timestamp,value,label
1970-01-01 08:01:00,7350,0
1970-01-01 08:02:00,6442,0
1970-01-01 08:03:00,6057,0
1970-01-01 08:04:00,7012,0
1970-01-01 08:05:00,8847,0
1970-01-01 08:06:00,11371,0
1970-01-01 08:07:00,13525,0
1970-01-01 08:08:00,15386,0
1970-01-01 08:09:00,15896,0
1970-01-01 08:10:00,15746,0
1970-01-01 08:11:00,15649,0
1970-01-01 08:12:00,15659,0
1970-01-01 08:13:00,15500,0
1970-01-01 08:14:00,15366,0
1970-01-01 08:15:00,15478,0
1970-01-01 08:16:00,14990,0
1970-01-01 08:17:00,15355,0
1970-01-01 08:18:00,15119,0
1970-01-01 08:19:00,14839,0
1970-01-01 08:20:00,14805,0
1970-01-01 08:21:00,14275,0
1970-01-01 08:22:00,12903,0
1970-01-01 08:23:00,10961,0
1970-01-01 08:24:00,8787,0
1970-01-01 08:25:00,7812,0
1970-01-01 08:26:00,6680,0
1970-01-01 08:27:00,6257,0
1970-01-01 08:28:00,6308,0
1970-01-01 08:29:00,7280,0
1970-01-01 08:30:00,9336,0
1970-01-01 08:31:00,12667,0
1970-01-01 08:32:00,15005,0
1970-01-01 08:33:00,16350,0
1970-01-01 08:34:00,16389,0
1970-01-01 08:35:00,16218,0
1970-01-01 08:36:00,15534,0
1970-01-01 08:37:00,14910,0
1970-01-01 08:38:00,14631,0
1970-01-01 08:39:00,14470,0
1970-01-01 08:40:00,14113,0
1970-01-01 08:41:00,13787,0
1970-01-01 08:42:00,13801,0
1970-01-01 08:43:00,13936,0
1970-01-01 08:44:00,13726,0
1970-01-01 08:45:00,13358,0
1970-01-01 08:46:00,12401,0
1970-01-01 08:47:00,10518,0
1970-01-01 08:48:00,8577,0
1970-01-01 08:49:00,6967,0
1970-01-01 08:50:00,6118,0
1970-01-01 08:51:00,5669,0
1970-01-01 08:52:00,5783,0
1970-01-01 08:53:00,6323,0
1970-01-01 08:54:00,8402,0
1970-01-01 08:55:00,11278,0
1970-01-01 08:56:00,13790,0
1970-01-01 08:57:00,14977,0
1970-01-01 08:58:00,15825,0
1970-01-01 08:59:00,15489,0
1970-01-01 09:00:00,15730,0
1970-01-01 09:01:00,15376,0
1970-01-01 09:02:00,15287,0
1970-01-01 09:03:00,15609,0
1970-01-01 09:04:00,15048,0
1970-01-01 09:05:00,14323,0
1970-01-01 09:06:00,15569,0
1970-01-01 09:07:00,15937,0
1970-01-01 09:08:00,16062,0
1970-01-01 09:09:00,15095,0
1970-01-01 09:10:00,13024,0
1970-01-01 09:11:00,12368,0
1970-01-01 09:12:00,9260,0
1970-01-01 09:13:00,8320,0
1970-01-01 09:14:00,7209,0
1970-01-01 09:15:00,6837,0
1970-01-01 09:16:00,7286,0
1970-01-01 09:17:00,8674,0
1970-01-01 09:18:00,11204,0
1970-01-01 09:19:00,14640,0
1970-01-01 09:20:00,16709,0
1970-01-01 09:21:00,18053,0
1970-01-01 09:22:00,18802,0
1970-01-01 09:23:00,18439,0
1970-01-01 09:24:00,18221,0
1970-01-01 09:25:00,17627,0
1970-01-01 09:26:00,17176,0
1970-01-01 09:27:00,17313,0
1970-01-01 09:28:00,16959,0
1970-01-01 09:29:00,17243,0
1970-01-01 09:30:00,17880,0
1970-01-01 09:31:00,18432,0
1970-01-01 09:32:00,18417,0
1970-01-01 09:33:00,17092,0
1970-01-01 09:34:00,14433,0
1970-01-01 09:35:00,11884,0
1970-01-01 09:36:00,9740,0
1970-01-01 09:37:00,7832,0
1970-01-01 09:38:00,7008,0
1970-01-01 09:39:00,6479,0
1970-01-01 09:40:00,7356,0
1970-01-01 09:41:00,9571,0
1970-01-01 09:42:00,12289,0
1970-01-01 09:43:00,14736,0
1970-01-01 09:44:00,16431,0
1970-01-01 09:45:00,17087,0
1970-01-01 09:46:00,17613,0
1970-01-01 09:47:00,17375,0
1970-01-01 09:48:00,17193,0
1970-01-01 09:49:00,16740,0
1970-01-01 09:50:00,16726,0
1970-01-01 09:51:00,17250,0
1970-01-01 09:52:00,17300,0
1970-01-01 09:53:00,17496,0
1970-01-01 09:54:00,17903,0
1970-01-01 09:55:00,18664,0
1970-01-01 09:56:00,18582,0
1970-01-01 09:57:00,17423,0
1970-01-01 09:58:00,14343,0
1970-01-01 09:59:00,11467,0
1970-01-01 10:00:00,9196,0
1970-01-01 10:01:00,6980,0
1970-01-01 10:02:00,5968,0
1970-01-01 10:03:00,5829,0
1970-01-01 10:04:00,6515,0
1970-01-01 10:05:00,8669,0
1970-01-01 10:06:00,10878,0
1970-01-01 10:07:00,12862,0
1970-01-01 10:08:00,14022,0
1970-01-01 10:09:00,14433,0
1970-01-01 10:10:00,14864,0
1970-01-01 10:11:00,15035,0
1970-01-01 10:12:00,14904,0
1970-01-01 10:13:00,15281,0
1970-01-01 10:14:00,14769,0
1970-01-01 10:15:00,14858,0
1970-01-01 10:16:00,15288,0
1970-01-01 10:17:00,14952,0
1970-01-01 10:18:00,15348,0
1970-01-01 10:19:00,15824,0
1970-01-01 10:20:00,16156,0
1970-01-01 10:21:00,14775,0
1970-01-01 10:22:00,12562,0
1970-01-01 10:23:00,20238,1
1970-01-01 10:24:00,21157,1
1970-01-01 10:25:00,17035,0
1970-01-01 10:26:00,9565,0
1970-01-01 10:27:00,7731,0
1970-01-01 10:28:00,7303,0
1970-01-01 10:29:00,8990,0
1970-01-01 10:30:00,11326,0
1970-01-01 10:31:00,13192,0
1970-01-01 10:32:00,14487,0
1970-01-01 10:33:00,15413,0
1970-01-01 10:34:00,15250,0
