timestamp,value,label
2014-11-23 14:00:00,-20.0650681483544,0
2014-11-23 15:00:00,232.535118820388,0
2014-11-23 16:00:00,879.476381045712,0
2014-11-23 17:00:00,1490.49688651427,0
2014-11-23 18:00:00,1478.48218287546,0
2014-11-23 19:00:00,418.634160902698,0
2014-11-23 20:00:00,532.690567293304,0
2014-11-23 21:00:00,341.38317457848,0
2014-11-23 22:00:00,47.69171395477261,0
2014-11-23 23:00:00,35.3428317104079,0
2014-11-24 00:00:00,143.42913467783995,0
2014-11-24 01:00:00,-74.5950658098363,0
2014-11-24 02:00:00,268.987613909021,0
2014-11-24 03:00:00,667.523046219848,0
2014-11-24 04:00:00,858.2451766404871,0
2014-11-24 05:00:00,753.6052609582172,0
2014-11-24 06:00:00,797.621220066217,0
2014-11-24 07:00:00,341.168433015687,0
2014-11-24 08:00:00,-16.5664490622052,0
2014-11-24 09:00:00,-1000.38083091763,0
2014-11-24 10:00:00,-875.258526059034,0
2014-11-24 11:00:00,-931.3468207020712,0
2014-11-24 12:00:00,-988.430362369267,0
2014-11-24 13:00:00,-388.196035054614,0
2014-11-24 14:00:00,77.11864469707051,0
2014-11-24 15:00:00,969.145644944958,0
2014-11-24 16:00:00,1467.32243439702,0
2014-11-24 17:00:00,1599.34966846865,0
2014-11-24 18:00:00,1465.5512258349695,0
2014-11-24 19:00:00,1069.01110072054,0
2014-11-24 20:00:00,1141.84793276132,0
2014-11-24 21:00:00,446.177562505057,0
2014-11-24 22:00:00,281.24453679883703,0
2014-11-24 23:00:00,-56.4440848926944,0
2014-11-25 00:00:00,-131.114642417783,0
2014-11-25 01:00:00,250.488516976031,0
2014-11-25 02:00:00,136.372816057815,0
2014-11-25 03:00:00,964.214924223848,0
2014-11-25 04:00:00,1074.8581024836599,0
2014-11-25 05:00:00,633.0524755289558,0
2014-11-25 06:00:00,630.538924800878,0
2014-11-25 07:00:00,92.9769195950972,0
2014-11-25 08:00:00,-108.222157194226,0
2014-11-25 09:00:00,-808.9584664835339,0
2014-11-25 10:00:00,-604.643966030661,0
2014-11-25 11:00:00,-599.349767046882,0
2014-11-25 12:00:00,-670.97060957033,0
2014-11-25 13:00:00,22.7010124441583,0
2014-11-25 14:00:00,440.46157453468805,0
2014-11-25 15:00:00,838.73754029971,0
2014-11-25 16:00:00,1515.6791221436802,0
2014-11-25 17:00:00,1445.49713502699,0
2014-11-25 18:00:00,1444.31843580149,0
2014-11-25 19:00:00,1918.23374193523,0
2014-11-25 20:00:00,1348.63402646956,0
2014-11-25 21:00:00,538.670125233765,0
2014-11-25 22:00:00,359.680382779403,0
2014-11-25 23:00:00,-161.437171784833,0
2014-11-26 00:00:00,-16.125555482875303,0
2014-11-26 01:00:00,-25.167111018199396,0
2014-11-26 02:00:00,62.251384133483,0
2014-11-26 03:00:00,954.199323526416,0
2014-11-26 04:00:00,907.468473905671,0
2014-11-26 05:00:00,759.6428531944949,0
2014-11-26 06:00:00,373.67837685953697,0
2014-11-26 07:00:00,296.525493060227,0
2014-11-26 08:00:00,-504.927344903249,0
2014-11-26 09:00:00,-744.735157468242,0
2014-11-26 10:00:00,-637.467705078261,0
2014-11-26 11:00:00,-975.119826788201,0
2014-11-26 12:00:00,-566.391120539599,0
2014-11-26 13:00:00,-444.056676479798,0
2014-11-26 14:00:00,139.428567776071,0
2014-11-26 15:00:00,1231.45025868017,0
2014-11-26 16:00:00,1307.27547694559,0
2014-11-26 17:00:00,1531.28667834215,0
2014-11-26 18:00:00,1553.20465252427,0
2014-11-26 19:00:00,1458.67132441681,0
2014-11-26 20:00:00,598.979392026655,0
2014-11-26 21:00:00,434.978677380624,0
2014-11-26 22:00:00,-499.33769928905997,0
2014-11-26 23:00:00,-21.519959950750106,0
2014-11-27 00:00:00,-597.255920203991,0
2014-11-27 01:00:00,-302.042478582294,0
2014-11-27 02:00:00,362.98590419354895,0
2014-11-27 03:00:00,519.25358849466,0
2014-11-27 04:00:00,374.475065329869,0
2014-11-27 05:00:00,736.1685865941209,0
2014-11-27 06:00:00,307.549061168702,0
2014-11-27 07:00:00,-49.50129416813851,0
2014-11-27 08:00:00,-283.212611206542,0
2014-11-27 09:00:00,-789.9464643521201,0
2014-11-27 10:00:00,-1205.80259209219,0
2014-11-27 11:00:00,-1335.65883497717,0
2014-11-27 12:00:00,-1008.2502461775803,0
2014-11-27 13:00:00,-755.6169668381972,0
2014-11-27 14:00:00,199.484979424727,0
2014-11-27 15:00:00,275.67980747876203,0
2014-11-27 16:00:00,1031.71014115605,0
2014-11-27 17:00:00,1005.9193169447,0
2014-11-27 18:00:00,1228.4921554338198,0
2014-11-27 19:00:00,1306.5296465539,0
2014-11-27 20:00:00,205.370142273038,0
2014-11-27 21:00:00,101.16977217309099,0
2014-11-27 22:00:00,375.78566718691,0
2014-11-27 23:00:00,-496.738898215494,0
2014-11-28 00:00:00,-898.850745011191,0
2014-11-28 01:00:00,-215.198455904468,0
2014-11-28 02:00:00,190.72584513422,0
2014-11-28 03:00:00,-282.120190017852,0
2014-11-28 04:00:00,254.740699078885,0
2014-11-28 05:00:00,713.5210766012781,0
2014-11-28 06:00:00,160.124577962481,0
2014-11-28 07:00:00,-486.8310799392729,0
2014-11-28 08:00:00,-626.871099011805,0
2014-11-28 09:00:00,-768.027091191743,0
2014-11-28 10:00:00,-1854.0985360536606,0
2014-11-28 11:00:00,-1348.86639459614,0
2014-11-28 12:00:00,-981.030088085941,0
2014-11-28 13:00:00,-916.8938728682872,0
2014-11-28 14:00:00,-109.00392672216199,0
2014-11-28 15:00:00,485.240766797576,0
2014-11-28 16:00:00,1160.14283127717,0
2014-11-28 17:00:00,738.3139537865089,0
2014-11-28 18:00:00,1309.39885463843,0
2014-11-28 19:00:00,1111.15449590542,0
2014-11-28 20:00:00,497.08660344125997,0
2014-11-28 21:00:00,126.738554668533,0
2014-11-28 22:00:00,-121.481382792212,0
2014-11-28 23:00:00,-372.665425599186,0
2014-11-29 00:00:00,-200.688150785862,0
2014-11-29 01:00:00,-550.10840339414,0
2014-11-29 02:00:00,-112.573259218318,0
2014-11-29 03:00:00,345.5874000440561,0
2014-11-29 04:00:00,395.77461439591,0
2014-11-29 05:00:00,198.38186330103,0
2014-11-29 06:00:00,345.780133503852,0
2014-11-29 07:00:00,-208.723676290981,0
2014-11-29 08:00:00,-757.8128681145158,0
2014-11-29 09:00:00,-761.9143368889162,0
2014-11-29 10:00:00,-1537.28286802413,0
2014-11-29 11:00:00,-1231.1203555027,0
2014-11-29 12:00:00,-997.7646686688048,0
2014-11-29 13:00:00,-1048.83994057121,0
2014-11-29 14:00:00,377.503238165662,0
2014-11-29 15:00:00,654.784930588075,0
2014-11-29 16:00:00,749.363938357298,0
2014-11-29 17:00:00,729.073208142045,0
2014-11-29 18:00:00,1477.6380468546802,0
2014-11-29 19:00:00,1026.41468427005,0
2014-11-29 20:00:00,590.079938216178,0
2014-11-29 21:00:00,26.1023556217721,0
2014-11-29 22:00:00,-13.2873580221104,0
2014-11-29 23:00:00,-184.958502787403,0
2014-11-30 00:00:00,-144.900562079319,0
2014-11-30 01:00:00,-454.1588201425489,0
2014-11-30 02:00:00,393.271032044218,0
